policy_id,age,gender,marital_status,vehicle_age,vehicle_value,vehicle_type,policy_tenure,deductible,coverage_type,region,state,claim_type,at_fault,weather_condition,time_of_day,claim_amount
1084,76,M,Single,1,33119.0,SUV,4.0,1000,Premium,Urban,GA,Liability,Yes,Snow,Evening,24105
1085,50,M,Divorced,1,80000.0,Sedan,0.0,1000,Premium,Suburban,MI,Collision,No,Clear,Evening,6421
1086,51,M,Married,20,38310.0,Truck,0.0,500,Standard,Urban,OH,Comprehensive,No,Clear,Afternoon,3661
1087,60,M,Single,1,15148.0,Sedan,11.0,500,Standard,Urban,GA,Collision,Yes,Clear,Afternoon,10810
1088,48,F,Single,2,80000.0,Truck,1.0,500,Premium,Urban,IL,Collision,No,Clear,Evening,7586
1089,41,M,Married,20,31051.0,SUV,4.0,250,Standard,Suburban,NY,Collision,No,Fog,Afternoon,7472
1090,42,F,Single,2,14831.0,Luxury,0.0,500,Premium,Urban,NC,Collision,No,Clear,Night,6614
1091,43,M,Married,2,57939.0,Sedan,3.0,2000,Premium,Suburban,TX,Liability,No,Snow,Morning,7460
1092,44,M,Single,8,14257.0,Sedan,1.0,1000,Basic,Suburban,FL,Collision,No,Clear,Evening,3053
1093,55,M,Single,1,16146.0,Luxury,0.0,2000,Basic,Suburban,TX,Liability,Yes,Rain,Night,7275
1094,45,M,Single,1,31675.0,Sedan,5.0,500,Standard,Rural,TX,Liability,Yes,Clear,Night,12461
1095,55,M,Widowed,2,21753.0,SUV,6.0,500,Standard,Suburban,NY,Collision,Yes,Clear,Night,9806
1096,43,F,Single,6,22437.0,Sedan,5.0,250,Standard,Suburban,PA,Comprehensive,Yes,Clear,Evening,7103
1097,46,F,Single,0,22456.0,SUV,0.0,1000,Premium,Suburban,NY,Comprehensive,Yes,Rain,Evening,8958
1098,18,M,Married,2,38454.0,SUV,1.0,1000,Premium,Suburban,OH,Liability,Yes,Clear,Morning,17476
1099,58,M,Divorced,2,6889.0,Truck,1.0,1000,Standard,Urban,GA,Comprehensive,Yes,Rain,Afternoon,7092
1100,50,F,Married,1,25393.0,Sedan,4.0,250,Premium,Rural,OH,Collision,Yes,Snow,Morning,17279
1101,59,F,Divorced,5,19051.0,Truck,5.0,500,Premium,Urban,NY,Comprehensive,Yes,Clear,Evening,8514
1102,18,M,Married,1,15119.0,SUV,3.0,1000,Standard,Urban,CA,Liability,No,Clear,Morning,6758
1103,76,F,Single,4,15099.0,SUV,6.0,1000,Basic,Suburban,IL,Collision,Yes,Clear,Evening,8186
1104,42,F,Married,3,5892.0,SUV,2.0,500,Premium,Urban,FL,Collision,Yes,Rain,Afternoon,14679
1105,61,F,Married,1,14776.0,Luxury,3.0,500,Basic,Suburban,OH,Collision,Yes,Clear,Afternoon,7056
1106,29,F,Married,1,,Truck,0.0,500,Standard,Urban,NY,Comprehensive,No,Clear,Evening,4021
1107,54,F,Married,0,33390.0,Sedan,2.0,250,Basic,Rural,MI,Liability,No,Clear,Evening,5026
1108,29,F,Single,0,20016.0,Truck,2.0,1000,Premium,Rural,IL,Collision,No,Clear,Night,6908
1109,35,M,Married,4,10876.0,SUV,3.0,1000,Basic,Rural,NC,Liability,No,Rain,Afternoon,5035
1110,73,F,Married,5,33220.0,Sports,1.0,500,Basic,Urban,FL,Liability,No,Rain,Afternoon,7560
1111,42,F,Married,0,42400.0,Sedan,1.0,1000,Standard,Urban,NC,Liability,Yes,Clear,Night,11210
1112,48,F,Married,4,36941.0,Sedan,1.0,500,Basic,Suburban,CA,Comprehensive,No,Clear,Evening,2630
1113,58,F,Married,20,13570.0,SUV,0.0,1000,Basic,Urban,NY,Liability,Yes,Snow,Afternoon,10368
1114,52,M,Single,0,14293.0,Truck,4.0,500,Basic,Suburban,TX,Collision,No,Rain,Morning,4385
1115,47,M,Divorced,3,50410.0,Sedan,3.0,1000,Standard,Suburban,OH,Liability,Yes,Clear,Evening,10897
1116,50,M,Married,6,12032.0,Sedan,3.0,500,Basic,Urban,FL,Liability,Yes,Fog,Night,9722
1117,81,M,Single,0,27976.0,Truck,3.0,500,Standard,Urban,NY,Collision,No,Fog,Morning,8691
1118,44,M,Widowed,7,9055.0,Sedan,1.0,1000,Premium,Rural,OH,Collision,Yes,Fog,Night,11833
1119,48,F,Married,19,18955.0,Sedan,5.0,1000,Basic,Suburban,PA,Collision,No,Clear,Morning,3577
1120,60,M,Married,0,29512.0,Truck,10.0,250,Premium,Urban,NY,Comprehensive,Yes,Clear,Morning,10140
1121,61,F,Single,8,21698.0,Sports,2.0,250,Premium,Suburban,OH,Collision,Yes,Rain,Evening,15917
1122,62,F,Married,2,28622.0,Truck,2.0,250,Premium,Suburban,MI,Comprehensive,No,Rain,Morning,7403
1123,54,M,Single,0,11931.0,SUV,0.0,1000,Standard,Suburban,PA,Comprehensive,No,Clear,Night,3235
1124,27,M,Married,3,14617.0,Sedan,4.0,500,Standard,Suburban,GA,Comprehensive,Yes,Clear,Night,7671
1125,69,F,Married,0,,Truck,3.0,500,Standard,Suburban,MI,Comprehensive,No,Clear,Afternoon,4848
1126,27,F,Married,3,31208.0,Sedan,17.0,1000,Basic,Suburban,NC,Liability,Yes,Rain,Evening,9466
1127,49,F,Single,0,24585.0,Sedan,3.0,1000,Standard,Suburban,IL,Collision,Yes,Clear,Afternoon,9219
1128,33,F,Divorced,6,35366.0,Sedan,1.0,1000,Basic,Rural,PA,Comprehensive,No,Clear,Evening,2761
1129,44,F,Married,3,9618.0,Truck,3.0,500,Standard,Rural,NC,Comprehensive,Yes,Rain,Afternoon,6760
1130,49,F,Married,3,17446.0,SUV,16.0,500,Premium,Suburban,NY,Collision,No,Rain,Night,7838
1131,49,F,Married,1,54794.0,Sports,5.0,500,Standard,Suburban,MI,Collision,Yes,Snow,Evening,14891
1132,51,F,Married,2,41845.0,Sedan,0.0,1000,Standard,Urban,OH,Comprehensive,No,Clear,Afternoon,3477
1133,69,F,Married,1,30236.0,Truck,1.0,500,Basic,Urban,CA,Collision,Yes,Clear,Night,10034
1134,51,M,Married,6,20380.0,SUV,1.0,500,Standard,Rural,NY,Collision,Yes,Clear,Morning,9401
1135,41,F,Married,1,36953.0,Sedan,7.0,500,Basic,Suburban,MI,Liability,Yes,Rain,Afternoon,11564
1136,59,M,Married,4,27298.0,SUV,3.0,1000,Premium,Suburban,GA,Collision,Yes,Clear,Evening,11931
1137,62,F,Married,1,10314.0,Truck,6.0,1000,Standard,Suburban,FL,Collision,Yes,Snow,Afternoon,11123
1138,26,M,Married,5,36238.0,SUV,0.0,500,Premium,Urban,TX,Liability,Yes,Clear,Afternoon,17309
1139,53,M,Married,3,,Sedan,9.0,500,Premium,Rural,FL,Collision,No,Clear,Evening,7550
1140,55,M,Single,2,32203.0,Sports,0.0,1000,Basic,Suburban,OH,Collision,No,Clear,Evening,3777
1141,40,M,Married,5,9818.0,Sedan,1.0,1000,Basic,Urban,IL,Collision,Yes,Clear,Afternoon,6242
1142,65,M,Single,2,48996.0,Luxury,0.0,500,Premium,Urban,GA,Comprehensive,Yes,Rain,Night,12548
1143,42,F,Married,8,19197.0,Truck,,500,Premium,Suburban,CA,Collision,No,Rain,Afternoon,9683
1144,46,M,Married,6,12648.0,SUV,13.0,500,Basic,Rural,OH,Liability,No,Clear,Morning,5618
1145,42,M,Married,3,15611.0,Sedan,0.0,500,Premium,Suburban,IL,Collision,Yes,Clear,Evening,12691
1146,45,M,Married,10,18612.0,SUV,0.0,2000,Premium,Urban,IL,Comprehensive,No,Rain,Morning,3739
1147,28,F,Single,8,21963.0,SUV,10.0,1000,Standard,Suburban,IL,Collision,Yes,Clear,Morning,9872
1148,23,M,Divorced,3,42577.0,Sedan,4.0,1000,Premium,Suburban,GA,Collision,Yes,Rain,Evening,14923
1149,68,M,Married,0,22812.0,Sedan,2.0,1000,Standard,Suburban,FL,Liability,Yes,Clear,Evening,11924
1150,32,M,Married,4,7439.0,Sedan,0.0,500,Standard,Urban,CA,Liability,Yes,Clear,Afternoon,12391
1151,30,F,Married,2,11909.0,Sedan,6.0,500,Basic,Rural,CA,Collision,Yes,Clear,Evening,7390
1152,18,M,Divorced,3,80000.0,Sedan,2.0,500,Premium,Suburban,GA,Collision,Yes,Clear,Evening,16335
1153,35,M,Married,5,23569.0,Sedan,,1000,Basic,Suburban,IL,Comprehensive,No,Rain,Afternoon,2713
1154,25,M,Married,5,35432.0,Truck,1.0,500,Standard,Rural,NY,Comprehensive,Yes,Rain,Morning,8795
1155,69,F,Divorced,5,18879.0,SUV,2.0,500,Standard,Suburban,NY,Comprehensive,Yes,Snow,Evening,8938
1156,60,M,Married,5,13328.0,Luxury,3.0,250,Basic,Suburban,IL,Liability,Yes,Clear,Morning,9543
1157,34,F,Single,0,17315.0,Sedan,6.0,1000,Standard,Suburban,OH,Comprehensive,No,Rain,Evening,3937
1158,78,M,Divorced,1,23486.0,Truck,5.0,500,Basic,Urban,PA,Comprehensive,Yes,Clear,Evening,7061
1159,59,M,Married,4,17498.0,SUV,5.0,250,Basic,Rural,OH,Collision,No,Clear,Morning,5443
1160,40,M,Married,2,57482.0,SUV,5.0,1000,Standard,Suburban,NY,Comprehensive,Yes,Clear,Afternoon,6558
1161,18,M,Married,7,16185.0,SUV,5.0,1000,Standard,Urban,CA,Comprehensive,Yes,Clear,Night,6904
1162,79,M,Widowed,0,12998.0,Truck,4.0,250,Standard,Rural,NY,Comprehensive,No,Rain,Night,7251
1163,24,M,Married,1,33004.0,Sedan,8.0,500,Standard,Suburban,FL,Collision,Yes,Snow,Morning,14361
1164,20,M,Single,4,35101.0,Sedan,3.0,1000,Standard,Suburban,MI,Liability,No,Rain,Evening,9421
1165,60,F,Married,3,,Sedan,2.0,250,Standard,Rural,PA,Comprehensive,Yes,Clear,Afternoon,7068
1166,81,F,Single,1,16300.0,Sedan,4.0,1000,Basic,Suburban,GA,Collision,Yes,Rain,Morning,10162
1167,65,M,Single,2,8515.0,SUV,0.0,500,Basic,Urban,FL,Comprehensive,Yes,Clear,Night,4814
1168,53,F,Married,0,40552.0,SUV,6.0,1000,Premium,Urban,GA,Collision,No,Rain,Morning,7289
1169,53,F,Married,0,34005.0,Truck,11.0,1000,Standard,Suburban,TX,Collision,No,Clear,Morning,6923
1170,57,F,Married,0,17677.0,Sedan,1.0,1000,Basic,Urban,OH,Comprehensive,Yes,Clear,Night,4568
1171,56,M,Divorced,4,22692.0,SUV,3.0,250,Standard,Suburban,FL,Liability,Yes,Clear,Night,13725
1172,49,F,Married,9,19666.0,Sedan,0.0,500,Premium,Suburban,MI,Collision,Yes,Clear,Afternoon,11623
1173,46,M,Divorced,1,49730.0,Sedan,5.0,500,Premium,Suburban,FL,Comprehensive,Yes,Clear,Night,10316
1174,44,M,Single,0,13108.0,SUV,3.0,500,Premium,Suburban,GA,Collision,Yes,Rain,Morning,13216
1175,33,M,Divorced,6,16154.0,Truck,4.0,2000,Standard,Suburban,MI,Comprehensive,Yes,Rain,Evening,4619
1176,40,M,Divorced,9,15392.0,SUV,0.0,250,Premium,Suburban,TX,Comprehensive,Yes,Clear,Morning,8509
1177,19,M,Married,0,25721.0,Sedan,6.0,1000,Standard,Urban,NC,Comprehensive,Yes,Clear,Afternoon,7438
1178,43,M,Single,2,22653.0,Sports,1.0,2000,Standard,Urban,GA,Comprehensive,Yes,Snow,Afternoon,5152
1179,30,F,Married,0,24343.0,Sports,4.0,2000,Premium,Suburban,NY,Collision,Yes,Clear,Night,9058
1180,28,M,Divorced,0,14181.0,SUV,3.0,1000,Standard,Suburban,NC,Collision,Yes,Clear,Morning,9888
1181,47,F,Divorced,5,46279.0,Luxury,4.0,500,Premium,Urban,CA,Liability,Yes,Clear,Night,17629
1182,65,M,Married,17,17552.0,Sedan,0.0,500,Basic,Suburban,MI,Collision,Yes,Clear,Night,7779
1183,58,M,Married,5,39886.0,SUV,5.0,1000,Basic,Rural,NC,Liability,No,Rain,Afternoon,5332
1184,21,F,Single,20,80000.0,Sports,6.0,1000,Premium,Urban,GA,Liability,No,Rain,Morning,14094
1185,30,F,Married,2,14233.0,SUV,2.0,500,Standard,Urban,GA,Liability,No,Clear,Night,6546
1186,59,M,Widowed,11,26139.0,SUV,2.0,1000,Standard,Suburban,CA,Liability,Yes,Clear,Evening,12967
1187,30,M,Single,1,20623.0,Sedan,1.0,250,Standard,Rural,GA,Comprehensive,No,Clear,Night,4076
1188,41,F,Divorced,0,60805.0,Sedan,10.0,1000,Premium,Urban,CA,Collision,Yes,Clear,Evening,11596
1189,53,M,Divorced,6,19142.0,Sedan,5.0,1000,Premium,Urban,MI,Collision,Yes,Clear,Night,10326
1190,30,F,Widowed,2,24942.0,SUV,4.0,500,Standard,Urban,CA,Liability,Yes,Clear,Afternoon,12401
1191,46,F,Single,1,24672.0,Sedan,10.0,1000,Standard,Urban,TX,Collision,Yes,Clear,Morning,10486
1192,24,M,Single,5,20948.0,Sedan,1.0,1000,Standard,Suburban,TX,Collision,No,Rain,Evening,6714
1193,35,M,Single,2,32136.0,SUV,3.0,250,Premium,Suburban,IL,Collision,Yes,Rain,Night,15296
1194,49,M,Married,4,23079.0,SUV,4.0,250,Premium,Urban,OH,Liability,No,Snow,Night,11949
1195,21,M,Married,1,28027.0,Truck,22.0,1000,Basic,Urban,PA,Comprehensive,Yes,Rain,Morning,5621
1196,51,F,Single,7,24509.0,Truck,2.0,250,Standard,Suburban,NY,Comprehensive,No,Clear,Evening,5239
1197,44,F,Married,1,16280.0,SUV,2.0,2000,Basic,Suburban,CA,Collision,No,Clear,Evening,3948
1198,53,F,Single,3,19254.0,Sedan,0.0,1000,Standard,Suburban,IL,Collision,Yes,Rain,Evening,9209
1199,48,F,Single,0,29077.0,SUV,0.0,500,Basic,Suburban,NY,Liability,No,Clear,Morning,6089
1200,65,M,Married,7,29018.0,Sedan,2.0,500,Premium,Suburban,NC,Collision,Yes,Clear,Night,13986
1201,46,F,Single,4,41048.0,SUV,0.0,1000,Standard,Rural,PA,Liability,No,Clear,Morning,5708
1202,38,M,Single,1,55805.0,SUV,0.0,1000,Premium,Urban,IL,Liability,Yes,Rain,Evening,16832
1203,46,F,Married,1,16974.0,SUV,13.0,250,Premium,Rural,NY,Collision,Yes,Clear,Morning,12733
1204,53,M,Divorced,1,23563.0,Sedan,12.0,500,Premium,Urban,IL,Liability,No,Rain,Evening,9573
1205,45,F,Married,4,19996.0,Sedan,1.0,1000,Basic,Suburban,FL,Liability,No,Clear,Evening,4298
1206,45,F,Married,3,12661.0,SUV,6.0,1000,Standard,Suburban,GA,Liability,Yes,Rain,Afternoon,10838
1207,34,M,Married,1,29210.0,Sedan,8.0,500,Standard,Suburban,NC,Liability,Yes,Clear,Night,13011
1208,35,M,Married,5,32497.0,Luxury,2.0,1000,Premium,Suburban,CA,Liability,Yes,Rain,Evening,20354
1209,23,M,Married,10,12855.0,Luxury,1.0,1000,Basic,Suburban,IL,Liability,No,Snow,Morning,5860
1210,71,M,Married,0,18265.0,SUV,0.0,250,Premium,Suburban,PA,Comprehensive,No,Clear,Afternoon,5736
1211,26,F,Married,2,17395.0,Sports,0.0,500,Standard,Urban,FL,Collision,No,Snow,Evening,7709
1212,34,F,Married,4,10360.0,Truck,6.0,1000,Standard,Suburban,FL,Collision,Yes,Clear,Evening,8258
1213,34,M,Married,4,21629.0,Sedan,1.0,500,Premium,Urban,PA,Comprehensive,No,Clear,Night,5269
1214,58,M,Married,0,12423.0,SUV,4.0,500,Premium,Urban,GA,Collision,No,Clear,Night,6896
1215,40,F,Married,1,23848.0,Sedan,3.0,1000,Standard,Suburban,TX,Collision,No,Fog,Afternoon,5572
1216,63,M,Divorced,0,25199.0,SUV,2.0,500,Standard,Suburban,MI,Collision,Yes,Clear,Morning,10554
1217,34,M,Single,4,26809.0,Sedan,0.0,1000,Premium,Suburban,OH,Liability,Yes,Clear,Afternoon,14220
1218,49,F,Divorced,5,27464.0,Truck,1.0,250,Standard,Rural,CA,Collision,No,Clear,Night,6003
1219,32,F,Married,0,47357.0,SUV,7.0,1000,Standard,Suburban,CA,Collision,No,Clear,Night,6247
1220,77,M,Single,2,14701.0,Sedan,6.0,500,Basic,Urban,TX,Comprehensive,Yes,Clear,Afternoon,5767
1221,27,M,Married,2,15074.0,Sports,0.0,2000,Basic,Urban,NC,Comprehensive,Yes,Clear,Afternoon,3828
1222,49,F,Married,8,30564.0,Sports,0.0,1000,Basic,Urban,IL,Comprehensive,No,Clear,Evening,4654
1223,54,F,Divorced,1,20619.0,Sports,5.0,1000,Standard,Suburban,CA,Collision,No,Clear,Afternoon,4974
1224,51,F,Married,3,38663.0,Truck,1.0,250,Basic,Urban,PA,Liability,Yes,Clear,Morning,9484
1225,42,M,Married,7,29168.0,SUV,4.0,2000,Premium,Suburban,TX,Collision,Yes,Clear,Night,8734
1226,43,F,Married,8,57472.0,Sedan,3.0,250,Standard,Rural,NC,Collision,Yes,Clear,Afternoon,10685
1227,45,F,Single,5,21043.0,Sedan,4.0,250,Premium,Suburban,OH,Liability,Yes,Clear,Night,15709
1228,42,F,Married,1,10498.0,Sedan,0.0,250,Premium,Suburban,CA,Liability,Yes,Clear,Evening,15456
1229,59,F,Married,8,26116.0,Sedan,10.0,1000,Standard,Urban,NY,Comprehensive,No,Clear,Morning,3679
1230,78,M,Married,6,21251.0,Sedan,0.0,1000,Standard,Suburban,MI,Collision,Yes,Clear,Morning,12164
1231,36,F,Married,6,28774.0,SUV,0.0,2000,Basic,Urban,CA,Collision,Yes,Snow,Evening,5350
1232,24,M,Widowed,0,30678.0,Sedan,1.0,250,Standard,Rural,OH,Liability,No,Rain,Afternoon,9135
1233,43,M,Married,0,16860.0,Sedan,20.0,1000,Standard,Urban,IL,Comprehensive,Yes,Snow,Afternoon,7079
1234,83,F,Divorced,5,13299.0,Truck,0.0,500,Basic,Urban,IL,Collision,Yes,Clear,Afternoon,10004
1235,32,F,Single,14,20476.0,Sedan,8.0,1000,Standard,Suburban,NC,Comprehensive,Yes,Clear,Afternoon,6063
1236,69,F,Single,7,6696.0,Sedan,0.0,500,Standard,Urban,OH,Liability,Yes,Clear,Night,14095
1237,70,M,Married,8,22933.0,SUV,0.0,1000,Premium,Urban,NY,Collision,Yes,Fog,Evening,15315
1238,36,M,Single,3,17966.0,Sedan,6.0,2000,Standard,Suburban,CA,Collision,No,Clear,Morning,3648
1239,53,F,Married,1,33888.0,Luxury,7.0,1000,Basic,Urban,NY,Collision,No,Rain,Afternoon,5320
1240,69,M,Married,5,8160.0,SUV,6.0,1000,Standard,Rural,GA,Liability,Yes,Rain,Afternoon,13264
1241,39,F,Married,6,22096.0,SUV,1.0,1000,Standard,Urban,CA,Collision,No,Snow,Afternoon,7600
1242,41,M,Married,5,48441.0,Sedan,8.0,1000,Standard,Urban,MI,Collision,Yes,Clear,Evening,9084
1243,36,F,Widowed,14,30874.0,Sedan,0.0,1000,Standard,Urban,OH,Collision,No,Clear,Evening,6943
1244,29,M,Divorced,2,35966.0,SUV,1.0,500,Premium,Urban,PA,Liability,Yes,Clear,Night,16859
1245,35,F,Single,0,26104.0,Luxury,2.0,250,Standard,Suburban,FL,Liability,No,Clear,Morning,8030
1246,26,F,Married,11,9597.0,SUV,0.0,1000,Standard,Urban,MI,Comprehensive,No,Snow,Evening,4389
1247,45,M,Single,0,23939.0,SUV,3.0,500,Premium,Suburban,OH,Collision,Yes,Snow,Night,15161
1248,33,F,Single,5,27017.0,Sedan,3.0,250,Standard,Rural,GA,Liability,No,Clear,Evening,6766
1249,48,F,Married,10,12847.0,SUV,19.0,500,Basic,Urban,TX,Collision,Yes,Clear,Night,6665
1250,21,F,Married,1,20675.0,Sedan,3.0,1000,Premium,Suburban,GA,Collision,Yes,Rain,Night,14297
1251,49,F,Single,8,5163.0,Sedan,2.0,1000,Basic,Suburban,MI,Comprehensive,Yes,Clear,Night,4386
1252,57,M,Married,2,18637.0,SUV,6.0,1000,Standard,Suburban,PA,Collision,Yes,Snow,Afternoon,11236
1253,18,M,Married,7,17708.0,Sedan,1.0,1000,Premium,Rural,IL,Comprehensive,Yes,Rain,Night,12376
1254,50,M,Single,0,44405.0,Truck,3.0,1000,Standard,Suburban,MI,Collision,No,Clear,Evening,5185
1255,63,M,Married,5,16291.0,Luxury,0.0,1000,Basic,Urban,IL,Liability,Yes,Clear,Night,8113
1256,26,M,Divorced,5,19279.0,Sedan,1.0,1000,Standard,Urban,OH,Comprehensive,Yes,Snow,Afternoon,10553
1257,70,F,Married,3,21170.0,Sedan,3.0,500,Standard,Urban,NY,Liability,Yes,Rain,Evening,15882
1258,51,M,Married,5,16396.0,Sedan,4.0,250,Premium,Urban,MI,Collision,No,Clear,Afternoon,7311
1259,34,M,Single,12,31567.0,Sedan,0.0,1000,Basic,Suburban,CA,Comprehensive,No,Clear,Night,2554
1260,44,M,Single,6,8133.0,SUV,6.0,500,Standard,Suburban,IL,Comprehensive,Yes,Clear,Evening,6972
1261,53,F,Single,16,38882.0,Sedan,9.0,1000,Premium,Suburban,OH,Collision,Yes,Clear,Afternoon,11091
1262,46,F,Divorced,2,21896.0,SUV,1.0,1000,Standard,Rural,MI,Liability,No,Clear,Night,5335
1263,53,M,Single,3,42227.0,SUV,5.0,1000,Standard,Suburban,CA,Liability,Yes,Rain,Afternoon,13167
1264,31,F,Single,1,5576.0,Sedan,0.0,500,Premium,Rural,IL,Comprehensive,Yes,Clear,Evening,8478
1265,47,M,Single,20,6515.0,SUV,2.0,1000,Standard,Urban,CA,Comprehensive,Yes,Rain,Evening,7264
1266,23,F,Married,0,19034.0,Sports,6.0,500,Premium,Suburban,MI,Comprehensive,Yes,Clear,Night,9762
1267,43,F,Single,2,28366.0,Sedan,1.0,500,Basic,Urban,OH,Collision,Yes,Rain,Morning,7467
1268,31,M,Married,1,16689.0,SUV,0.0,1000,Standard,Suburban,CA,Collision,Yes,Clear,Afternoon,9329
1269,33,F,Married,2,29493.0,SUV,3.0,500,Basic,Suburban,NC,Comprehensive,No,Snow,Night,3384
1270,63,F,Married,12,35977.0,Truck,7.0,500,Premium,Urban,MI,Comprehensive,No,Snow,Afternoon,7510
1271,61,M,Single,2,30730.0,Sedan,0.0,500,Premium,Urban,FL,Collision,Yes,Clear,Night,13903
1272,54,F,Single,12,23193.0,Truck,0.0,500,Standard,Urban,MI,Collision,No,Clear,Afternoon,5134
1273,28,M,Married,2,23104.0,SUV,6.0,500,Standard,Suburban,TX,Collision,Yes,Rain,Morning,11980
1274,40,M,Widowed,9,16197.0,SUV,1.0,500,Standard,Suburban,GA,Liability,Yes,Clear,Morning,11394
1275,63,M,Married,3,21424.0,Truck,1.0,500,Basic,Suburban,NY,Liability,Yes,Clear,Morning,9634
1276,47,M,Single,1,13198.0,Sports,0.0,1000,Standard,Suburban,FL,Collision,Yes,Clear,Evening,7713
1277,79,M,Single,2,14877.0,Truck,0.0,2000,Standard,Suburban,PA,Collision,Yes,Clear,Night,9974
1278,50,F,Married,2,28486.0,Luxury,3.0,500,Standard,Rural,MI,Collision,No,Rain,Afternoon,6665
1279,47,M,Married,1,17475.0,Sedan,3.0,500,Premium,Suburban,CA,Liability,Yes,Clear,Evening,14246
1280,40,M,Married,1,15232.0,Sedan,1.0,250,Standard,Suburban,CA,Collision,Yes,Clear,Morning,9881
1281,47,F,Married,1,27573.0,SUV,2.0,500,Standard,Rural,OH,Liability,No,Clear,Evening,7360
1282,42,F,Divorced,2,26634.0,Sedan,1.0,500,Premium,Suburban,OH,Collision,No,Rain,Afternoon,7518
1283,55,F,Divorced,4,19778.0,SUV,4.0,500,Basic,Urban,MI,Comprehensive,No,Snow,Morning,3458
1284,59,F,Married,2,20445.0,Sedan,7.0,500,Standard,Suburban,GA,Liability,No,Snow,Morning,8679
1285,33,F,Married,6,27118.0,SUV,5.0,500,Basic,Suburban,OH,Collision,No,Clear,Morning,5121
1286,25,F,Married,20,35756.0,SUV,0.0,1000,Standard,Urban,IL,Collision,No,Rain,Evening,7145
1287,18,F,Married,2,24356.0,SUV,0.0,500,Standard,Urban,MI,Comprehensive,Yes,Rain,Morning,9441
1288,52,F,Married,3,12136.0,Sedan,2.0,500,Premium,Urban,OH,Liability,No,Clear,Afternoon,7767
1289,28,M,Married,0,19717.0,Sports,7.0,1000,Standard,Suburban,TX,Comprehensive,No,Rain,Night,5234
1290,18,M,Single,2,17969.0,Truck,1.0,1000,Basic,Urban,OH,Comprehensive,Yes,Clear,Evening,6315
1291,50,F,Married,6,13010.0,SUV,8.0,500,Basic,Rural,PA,Collision,No,Rain,Morning,4208
1292,82,M,Married,1,28253.0,SUV,0.0,500,Standard,Suburban,GA,Liability,No,Clear,Morning,9138
1293,44,M,Married,1,29361.0,SUV,0.0,500,Premium,Rural,OH,Collision,No,Clear,Night,6937
1294,57,F,Single,2,31669.0,Sedan,9.0,1000,Basic,Urban,OH,Collision,Yes,Rain,Afternoon,7390
1295,46,F,Married,8,13420.0,Sedan,0.0,2000,Basic,Rural,PA,Liability,Yes,Clear,Night,5139
1296,43,M,Single,4,23830.0,Truck,2.0,500,Premium,Rural,CA,Collision,Yes,Clear,Night,12256
1297,58,F,Divorced,15,21957.0,Sedan,1.0,500,Premium,Urban,PA,Collision,No,Rain,Afternoon,9843
1298,40,F,Married,11,25686.0,SUV,0.0,2000,Standard,Urban,OH,Liability,Yes,Snow,Afternoon,9436
1299,49,F,Single,0,23502.0,Sedan,3.0,250,Basic,Suburban,TX,Liability,No,Clear,Evening,6013
1300,49,F,Single,0,21888.0,Truck,13.0,500,Standard,Suburban,FL,Comprehensive,No,Snow,Evening,4178
1301,34,F,Married,2,20612.0,Sedan,4.0,500,Premium,Suburban,OH,Comprehensive,Yes,Clear,Night,10454
1302,59,F,Single,3,38308.0,SUV,1.0,1000,Standard,Urban,OH,Comprehensive,No,Clear,Afternoon,5392
1303,42,M,Widowed,3,14315.0,Truck,4.0,500,Basic,Suburban,CA,Comprehensive,No,Clear,Afternoon,3016
1304,33,F,Married,0,20199.0,SUV,0.0,500,Standard,Urban,TX,Collision,Yes,Clear,Night,9920
1305,53,F,Single,0,37823.0,SUV,3.0,1000,Premium,Urban,NC,Liability,Yes,Clear,Night,15152
1306,31,F,Married,0,14683.0,SUV,2.0,1000,Standard,Suburban,OH,Collision,Yes,Snow,Night,11543
1307,45,F,Single,9,15062.0,SUV,1.0,2000,Standard,Urban,FL,Collision,Yes,Clear,Afternoon,5524
1308,44,M,Divorced,14,31792.0,Sedan,5.0,500,Premium,Suburban,OH,Comprehensive,No,Rain,Afternoon,5097
1309,61,F,Married,0,10808.0,Sedan,0.0,1000,Premium,Urban,GA,Liability,Yes,Clear,Afternoon,13392
1310,52,M,Widowed,1,30647.0,Truck,3.0,500,Premium,Suburban,GA,Collision,Yes,Rain,Evening,15102
1311,44,M,Married,0,17243.0,Luxury,7.0,250,Basic,Suburban,TX,Comprehensive,Yes,Rain,Evening,7751
1312,57,M,Divorced,10,27038.0,SUV,0.0,500,Basic,Suburban,NY,Liability,No,Clear,Night,4634
1313,65,M,Single,15,11963.0,Truck,1.0,500,Standard,Urban,NC,Liability,Yes,Clear,Night,13471
1314,53,F,Married,1,39836.0,SUV,4.0,1000,Basic,Urban,IL,Liability,No,Clear,Night,5179
1315,45,M,Married,1,11984.0,Luxury,5.0,250,Basic,Suburban,NC,Collision,No,Snow,Afternoon,5602
1316,25,M,Married,2,31649.0,Truck,1.0,1000,Standard,Urban,IL,Collision,No,Clear,Morning,5187
1317,29,F,Single,3,12237.0,SUV,1.0,1000,Standard,Rural,CA,Comprehensive,Yes,Clear,Afternoon,6650
1318,40,M,Married,5,54401.0,Sedan,5.0,250,Standard,Suburban,IL,Comprehensive,No,Rain,Night,4299
